game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher
Metal Gear Solid: VR Missions,100% (MGS1 VR Training),Metal Gear Solid: VR Missions - 100% (MGS1 VR Training),6466,1999,22,0,PlayStation 2,Action-adventure,,Konami Computer Entertainment Japan,Konami
Castlevania: Legacy of Darkness,Cornell,Castlevania: Legacy of Darkness - Cornell,2424,1999,22,16,Nintendo 64,3D Platformer,,,
Castlevania: Legacy of Darkness,Henry,Castlevania: Legacy of Darkness - Henry,510,1999,22,12,Nintendo 64,3D Platformer,,,
Castlevania: Legacy of Darkness,Reinhardt,Castlevania: Legacy of Darkness - Reinhardt,3158,1999,22,5,Nintendo 64,3D Platformer,,,
Castlevania: Legacy of Darkness,Carrie,Castlevania: Legacy of Darkness - Carrie,2168,1999,22,5,Nintendo 64,3D Platformer,,,
Congo Bongo,1 Loop,Congo Bongo - 1 Loop,37.383,1983,38,4,Atari 2600,Platformer,,SEGA,Atari
The Morning Adventure: Mananitos Bollycao,Any %,The Morning Adventure: Mananitos Bollycao - Any %,609,2003,18,1,Game Boy Advance,,,,
Drill Dozer,Any%,Drill Dozer - Any%,8269,2005,16,4,Wii Virtual Console,Action,,Game Freak,Nintendo
Drill Dozer,All Treasures,Drill Dozer - All Treasures,8269,2005,16,0,Wii Virtual Console,Action,,Game Freak,Nintendo
Super Glove Ball,Any%,Super Glove Ball - Any%,555,1990,31,3,Nintendo Entertainment System,,,,
Super Glove Ball,Warpless,Super Glove Ball - Warpless,911,1990,31,1,Nintendo Entertainment System,,,,
Super Glove Ball,Any% Power Glove,Super Glove Ball - Any% Power Glove,1078,1990,31,1,Nintendo Entertainment System,,,,
Super Glove Ball,Warpless Power Glove,Super Glove Ball - Warpless Power Glove,1595,1990,31,1,Nintendo Entertainment System,,,,
Land of Illusion starring Mickey Mouse,Any%,Land of Illusion starring Mickey Mouse - Any%,1405,1992,29,19,Sega Master System,Platformer,,Aspect,SEGA
Land of Illusion starring Mickey Mouse,14 Power Stars,Land of Illusion starring Mickey Mouse - 14 Power Stars,1702,1992,29,6,Sega Master System,Platformer,,Aspect,SEGA
Tryrush Deppy,Any%,Tryrush Deppy - Any%,1619,1996,25,4,Sega Saturn,Platformer,,System Supply N-Tech,Nihon Create
Fortified Zone,Beat the Game,Fortified Zone - Beat the Game,724,1991,30,7,Game Boy Color,,,,
"Super Mario World 64 (Rom Hack, SNES)",6 Exit,"Super Mario World 64 (Rom Hack, SNES) - 6 Exit",614,2016,5,3,Super Nintendo,,,,
"Super Mario World 64 (Rom Hack, SNES)",Lunar Dragon,"Super Mario World 64 (Rom Hack, SNES) - Lunar Dragon",614,2016,5,0,Super Nintendo,,,,
Boxxle,Any%,Boxxle - Any%,21790,1989,32,1,Game Boy,,,,
Sabre Wulf,Any%,Sabre Wulf - Any%,402.336,1984,37,1,Xbox One,,,,
Super 3D Portals 6,Any% (Out of Bounds),Super 3D Portals 6 - Any% (Out of Bounds),25.24,2008,13,1,Atari 2600,,,,
Super 3D Portals 6,Inbounds,Super 3D Portals 6 - Inbounds,48.93,2008,13,1,Atari 2600,,,,
Super 3D Portals 6,Glitchless,Super 3D Portals 6 - Glitchless,53.18,2008,13,1,Atari 2600,,,,
Super 3D Portals 6,OOB/Inbounds/Glitchless,Super 3D Portals 6 - OOB/Inbounds/Glitchless,132.08,2008,13,1,Atari 2600,,,,
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Any%,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005 - Any%,12280,2004,17,1,Game Boy Advance,,,,
Wizardry V: Heart of the Maelstrom,Any%,Wizardry V: Heart of the Maelstrom - Any%,5825,1988,33,2,Super Nintendo,RPG,,,Capcom
Wizardry V: Heart of the Maelstrom,Any% (No char creation),Wizardry V: Heart of the Maelstrom - Any% (No char creation),6441,1988,33,1,Super Nintendo,RPG,,,Capcom
Wizardry V: Heart of the Maelstrom,Laughing Kettle Run,Wizardry V: Heart of the Maelstrom - Laughing Kettle Run,860,1988,33,3,Super Nintendo,RPG,,,Capcom
Cyborg Hunter,Any%,Cyborg Hunter - Any%,771,1988,33,1,Sega Master System,Action,,Sega R&D 2,"Sega, Activision"
Yume Nikki,Any% Old Patch,Yume Nikki - Any% Old Patch,651,2004,17,26,PC,,,,
Yume Nikki,Any% JP & Steam,Yume Nikki - Any% JP & Steam,646,2004,17,21,PC,,,,
Yume Nikki,Any% Glitchless,Yume Nikki - Any% Glitchless,1059,2004,17,12,PC,,,,
Final Zone II,Any%,Final Zone II - Any%,583,1990,31,2,TurboGrafx-16 CD-ROM,,,,
Castlevania: The Adventure ReBirth,Any% Easy,Castlevania: The Adventure ReBirth - Any% Easy,1144,2009,12,5,Wii Virtual Console,,,,
Castlevania: The Adventure ReBirth,Any% Normal,Castlevania: The Adventure ReBirth - Any% Normal,1223,2009,12,9,Wii Virtual Console,,,,
Castlevania: The Adventure ReBirth,Any% Hard,Castlevania: The Adventure ReBirth - Any% Hard,1512,2009,12,1,Wii Virtual Console,,,,
Sonic Blast,Sonic: Beat The Game,Sonic Blast - Sonic: Beat The Game,812,1996,25,8,GameCube,Action,,Aspect Co. Ltd,SEGA
Sonic Blast,Knuckles: Beat The Game,Sonic Blast - Knuckles: Beat The Game,822,1996,25,4,GameCube,Action,,Aspect Co. Ltd,SEGA
Sonic Blast,Sonic: Best Ending,Sonic Blast - Sonic: Best Ending,1440,1996,25,1,GameCube,Action,,Aspect Co. Ltd,SEGA
Sonic Blast,Knuckles: Best Ending,Sonic Blast - Knuckles: Best Ending,1389,1996,25,3,GameCube,Action,,Aspect Co. Ltd,SEGA
Alfred Chicken (GB),Any%,Alfred Chicken (GB) - Any%,699,1993,28,2,Game Boy Color,,,,
Bomberman Quest,Any%,Bomberman Quest - Any%,476,1998,23,4,Game Boy Color,,,Hudson Soft,Hudson Soft
Quartet,Beat the game,Quartet - Beat the game,398,1987,34,2,Sega Master System,2D Action Platformer,,SEGA,SEGA
Kung Fu Kid,Any%,Kung Fu Kid - Any%,491,1987,34,8,Sega Master System,,,,
Kung Fu Kid,Any% JP,Kung Fu Kid - Any% JP,496,1987,34,2,Sega Master System,,,,
Harry Potter and the Chamber of Secrets (PC),Any%,Harry Potter and the Chamber of Secrets (PC) - Any%,2081,2002,19,71,PC,Action-adventure,Unreal Engine 1,KnowWonder,Electronic Arts
Harry Potter and the Chamber of Secrets (PC),100%,Harry Potter and the Chamber of Secrets (PC) - 100%,5112,2002,19,12,PC,Action-adventure,Unreal Engine 1,KnowWonder,Electronic Arts
Harry Potter and the Chamber of Secrets (PC),Warpless,Harry Potter and the Chamber of Secrets (PC) - Warpless,2237,2002,19,27,PC,Action-adventure,Unreal Engine 1,KnowWonder,Electronic Arts
Harry Potter and the Chamber of Secrets (PC),Glitchless,Harry Potter and the Chamber of Secrets (PC) - Glitchless,2914,2002,19,67,PC,Action-adventure,Unreal Engine 1,KnowWonder,Electronic Arts
Harry Potter and the Chamber of Secrets (PC),All Wizard Cards,Harry Potter and the Chamber of Secrets (PC) - All Wizard Cards,3909,2002,19,13,PC,Action-adventure,Unreal Engine 1,KnowWonder,Electronic Arts
Golf It!,Grassland,Golf It! - Grassland,165.017,2017,4,60,PC,Mini Golf,Unity,Perfuse Entertainment,
Golf It!,Winterland,Golf It! - Winterland,189.6,2017,4,27,PC,Mini Golf,Unity,Perfuse Entertainment,
Golf It!,Mines,Golf It! - Mines,201.367,2017,4,17,PC,Mini Golf,Unity,Perfuse Entertainment,
Golf It!,Graveyard,Golf It! - Graveyard,207.56,2017,4,13,PC,Mini Golf,Unity,Perfuse Entertainment,
Golf It!,Pirates Cove,Golf It! - Pirates Cove,181,2017,4,15,PC,Mini Golf,Unity,Perfuse Entertainment,
Golf It!,Jade Temple,Golf It! - Jade Temple,319.3,2017,4,12,PC,Mini Golf,Unity,Perfuse Entertainment,
Golf It!,VR Classic,Golf It! - VR Classic,184.983,2017,4,5,PC,Mini Golf,Unity,Perfuse Entertainment,
Golf It!,All Maps (100%),Golf It! - All Maps (100%),1145.71,2017,4,16,PC,Mini Golf,Unity,Perfuse Entertainment,
Cars,Any% (Glitchless),Cars - Any% (Glitchless),3298,2006,15,46,GameCube,Racing,,Rainbow Studios,THQ
Cars,Any%,Cars - Any%,1665,2006,15,12,GameCube,Racing,,Rainbow Studios,THQ
Cars,100%,Cars - 100%,5806,2006,15,4,GameCube,Racing,,Rainbow Studios,THQ
Cars,All Races,Cars - All Races,3759,2006,15,6,GameCube,Racing,,Rainbow Studios,THQ
Fighters Destiny,vs Com,Fighters Destiny - vs Com,87,1998,23,6,Nintendo 64,,,,
One Piece Mansion,Any%,One Piece Mansion - Any%,311,2001,20,1,PlayStation,"Puzzle, strategy",,Capcom,Capcom
One Piece Mansion,100%,One Piece Mansion - 100%,311,2001,20,0,PlayStation,"Puzzle, strategy",,Capcom,Capcom
Choplifter (SMS),Any%,Choplifter (SMS) - Any%,968,1986,35,1,Sega Master System,,,,
Karate Champ,1 Loop,Karate Champ - 1 Loop,531,1986,35,10,Nintendo Entertainment System,,,,
Super Adventure Island II,Any%,Super Adventure Island II - Any%,2733,1994,27,15,Super Nintendo,2D Platformer,,Hudson Soft,Hudson Soft
Super Adventure Island II,100%,Super Adventure Island II - 100%,6199,1994,27,1,Super Nintendo,2D Platformer,,Hudson Soft,Hudson Soft
Super Adventure Island II,All Chests,Super Adventure Island II - All Chests,3816,1994,27,3,Super Nintendo,2D Platformer,,Hudson Soft,Hudson Soft
Madou King Granzort,Any%,Madou King Granzort - Any%,517,1990,31,3,TurboGrafx-16/PC Engine,Action,,Mutech,Hudson Soft
Dragon Crystal,Any% (SMS),Dragon Crystal - Any% (SMS),1646,1990,31,2,Sega Master System,RPG,,Sega R&D2,SEGA
Dragon Crystal,Any% (GameGear),Dragon Crystal - Any% (GameGear),1662.31,1990,31,1,Sega Master System,RPG,,Sega R&D2,SEGA
Dragon Crystal,Any% (New3DSVC),Dragon Crystal - Any% (New3DSVC),1662.31,1990,31,0,Sega Master System,RPG,,Sega R&D2,SEGA
Sonic & Knuckles,Sonic,Sonic & Knuckles - Sonic,1199,1994,27,21,GameCube,Action,Sonic 3 modified,Sonic Team,SEGA
Sonic & Knuckles,Knuckles,Sonic & Knuckles - Knuckles,714,1994,27,30,GameCube,Action,Sonic 3 modified,Sonic Team,SEGA
Sonic Advance 3,Beat the game,Sonic Advance 3 - Beat the game,2430,2004,17,8,Game Boy Advance,Action,,Sonic Team,SEGA
Sonic Advance 3,Best Ending,Sonic Advance 3 - Best Ending,4698,2004,17,3,Game Boy Advance,Action,,Sonic Team,SEGA
Popeye 2,Beat the game,Popeye 2 - Beat the game,704,1991,30,8,Game Boy,,,,
Ninja Kid,Any%,Ninja Kid - Any%,627,1986,35,1,Nintendo Entertainment System,,,,
Ninja Kid,All Stages,Ninja Kid - All Stages,1262,1986,35,2,Nintendo Entertainment System,,,,
GoldenEye 007,Any% (Agent),GoldenEye 007 - Any% (Agent),1162,1997,24,120,PC,,,,
GoldenEye 007,Secret Agent,GoldenEye 007 - Secret Agent,1833,1997,24,17,PC,,,,
GoldenEye 007,00 Agent,GoldenEye 007 - 00 Agent,2198,1997,24,22,PC,,,,
GoldenEye 007,100%,GoldenEye 007 - 100%,3519,1997,24,13,PC,,,,
Double Dragon III: The Sacred Stones,Any%,Double Dragon III: The Sacred Stones - Any%,853,1991,30,19,Nintendo Entertainment System,,,,
Double Dragon III: The Sacred Stones,Any% JP,Double Dragon III: The Sacred Stones - Any% JP,967,1991,30,3,Nintendo Entertainment System,,,,
SOS (SNES),Any%,SOS (SNES) - Any%,269.4,1993,28,20,Super Nintendo,,,,
SOS (SNES),Best Ending,SOS (SNES) - Best Ending,951,1993,28,1,Super Nintendo,,,,
Chakan: The Forever Man (Genesis),All Levels Easy,Chakan: The Forever Man (Genesis) - All Levels Easy,1419,1992,29,2,Sega Genesis,,,,
Chakan: The Forever Man (Genesis),All Levels Hard,Chakan: The Forever Man (Genesis) - All Levels Hard,1412,1992,29,2,Sega Genesis,,,,
Chakan: The Forever Man (Genesis),Any % Easy,Chakan: The Forever Man (Genesis) - Any % Easy,889,1992,29,2,Sega Genesis,,,,
Chakan: The Forever Man (Genesis),Any % Hard,Chakan: The Forever Man (Genesis) - Any % Hard,896,1992,29,1,Sega Genesis,,,,
Batman Returns (NES),Good ending,Batman Returns (NES) - Good ending,1444,1992,29,4,Nintendo Entertainment System,Beat 'em up,,,
Circus Charlie,Beat Level 5,Circus Charlie - Beat Level 5,205.433,1986,35,54,Nintendo Entertainment System,,,,
Little Magic,Any% SNES,Little Magic - Any% SNES,4903,1993,28,1,Super Nintendo,,,,
Little Magic,Any% GBC,Little Magic - Any% GBC,4903,1993,28,0,Super Nintendo,,,,
Raid on Bungeling Bay,Game B,Raid on Bungeling Bay - Game B,269,1987,34,2,Nintendo Entertainment System,,,,
Arm Wrestling,1 Loop RTA,Arm Wrestling - 1 Loop RTA,167.05,1985,36,1,Arcade,Sports Game,,Nintendo,Nintendo
Arm Wrestling,Bankrupt%,Arm Wrestling - Bankrupt%,167.05,1985,36,0,Arcade,Sports Game,,Nintendo,Nintendo
Arm Wrestling,Single Segment 1-Loop,Arm Wrestling - Single Segment 1-Loop,167.05,1985,36,0,Arcade,Sports Game,,Nintendo,Nintendo
Arm Wrestling,Single Segment Bankrupt%,Arm Wrestling - Single Segment Bankrupt%,167.05,1985,36,0,Arcade,Sports Game,,Nintendo,Nintendo
(The) Final Fantasy Legend,Any % (Glitchless),(The) Final Fantasy Legend - Any % (Glitchless),3397,1990,31,3,Super Game Boy,,,,
(The) Final Fantasy Legend,Any % (Glitch),(The) Final Fantasy Legend - Any % (Glitch),79,1990,31,3,Super Game Boy,,,,
Circus Caper,Any%,Circus Caper - Any%,396,1990,31,7,Nintendo Entertainment System,,,,
Kid Niki: Radical Ninja,Any%,Kid Niki: Radical Ninja - Any%,656,1986,35,11,Nintendo Entertainment System,,,,
Kid Niki: Radical Ninja,No Warps,Kid Niki: Radical Ninja - No Warps,728,1986,35,1,Nintendo Entertainment System,,,,
Double Dare,Victory,Double Dare - Victory,432,1988,33,4,Nintendo Entertainment System,Game show,,Rare,Game Tek
Golden Axe Warrior,Any%,Golden Axe Warrior - Any%,4297,1991,30,2,Sega Master System,Action-adventure,,,
Super Punch-Out!!,Single Segment (NTSC),Super Punch-Out!! - Single Segment (NTSC),156.53,1994,27,37,Super Nintendo,,,,
Super Punch-Out!!,Single Segment (PAL),Super Punch-Out!! - Single Segment (PAL),244.19,1994,27,2,Super Nintendo,,,,
Super Punch-Out!!,Blindfolded Single Segment,Super Punch-Out!! - Blindfolded Single Segment,217.02,1994,27,2,Super Nintendo,,,,
Boulder Dash,Any% (First Loop),Boulder Dash - Any% (First Loop),1029,1990,31,2,Nintendo Entertainment System,Action,,SAS Sakata,Data East
Final Fantasy VI,Any%,Final Fantasy VI - Any%,1902,1994,27,16,Super Nintendo,,,,
Final Fantasy VI,Any% Sketch,Final Fantasy VI - Any% Sketch,12592,1994,27,16,Super Nintendo,,,,
Final Fantasy VI,Any% No Sketch,Final Fantasy VI - Any% No Sketch,13177,1994,27,30,Super Nintendo,,,,
Final Fantasy VI,Any% New Game+,Final Fantasy VI - Any% New Game+,1273,1994,27,3,Super Nintendo,,,,
Final Fantasy VI,Any% (JP),Final Fantasy VI - Any% (JP),16872,1994,27,3,Super Nintendo,,,,
Final Fantasy VI,Any% Glitchless (US),Final Fantasy VI - Any% Glitchless (US),17985,1994,27,39,Super Nintendo,,,,
Final Fantasy VI,Any% Glitchless (JP),Final Fantasy VI - Any% Glitchless (JP),17432,1994,27,1,Super Nintendo,,,,
Final Fantasy VI,Any% Glitchless (JP/BS1A),Final Fantasy VI - Any% Glitchless (JP/BS1A),17732,1994,27,2,Super Nintendo,,,,
Final Fantasy VI,Any% (Steam/Glitchless),Final Fantasy VI - Any% (Steam/Glitchless),18816,1994,27,2,Super Nintendo,,,,
Final Fantasy VI,Kefka at Narshe,Final Fantasy VI - Kefka at Narshe,4915,1994,27,66,Super Nintendo,,,,
TOCA Touring Car Championship,Any%,TOCA Touring Car Championship - Any%,4915,1997,24,0,Game Boy Color,Racing,,Codemasters,Codemasters
TOCA Touring Car Championship,Short Championship - No Cheats,TOCA Touring Car Championship - Short Championship - No Cheats,4915,1997,24,0,Game Boy Color,Racing,,Codemasters,Codemasters
TOCA Touring Car Championship,Long Championship,TOCA Touring Car Championship - Long Championship,4915,1997,24,0,Game Boy Color,Racing,,Codemasters,Codemasters
TOCA Touring Car Championship,Long Championship - Cheats,TOCA Touring Car Championship - Long Championship - Cheats,4915,1997,24,0,Game Boy Color,Racing,,Codemasters,Codemasters
Sylvester and Tweety in Cagey Capers,100% difficulty,Sylvester and Tweety in Cagey Capers - 100% difficulty,606,1994,27,2,Sega Genesis,Puzzle Platformer,,Alexandria Inc.,TekMagik
Judge Dredd (SNES),any%,Judge Dredd (SNES) - any%,1548,1995,26,1,Super Nintendo,Platformer,,Probe Software,Acclaim
Judge Dredd (SNES),100%,Judge Dredd (SNES) - 100%,2782,1995,26,3,Super Nintendo,Platformer,,Probe Software,Acclaim
Wacky Races (NES),Any%,Wacky Races (NES) - Any%,1102,1991,30,30,Nintendo Entertainment System,,,,
Journey to Silius,Any%,Journey to Silius - Any%,517.23,1990,31,27,Nintendo Entertainment System,,,,
Journey to Silius,Warpless,Journey to Silius - Warpless,652,1990,31,6,Nintendo Entertainment System,,,,
Disney's Extreme Skate Adventure,Any%,Disney's Extreme Skate Adventure - Any%,710,2003,18,20,GameCube,,,,
Disney's Extreme Skate Adventure,100%,Disney's Extreme Skate Adventure - 100%,26373,2003,18,1,GameCube,,,,
Disney's Extreme Skate Adventure,All Missions,Disney's Extreme Skate Adventure - All Missions,3310,2003,18,2,GameCube,,,,
Spyro: Enter the Dragonfly,Any%,Spyro: Enter the Dragonfly - Any%,67.26,2002,19,94,GameCube,Platform,,Check Six Games,Universal Interactive
Spyro: Enter the Dragonfly,Any% No Early Ripto,Spyro: Enter the Dragonfly - Any% No Early Ripto,4444,2002,19,8,GameCube,Platform,,Check Six Games,Universal Interactive
Spyro: Enter the Dragonfly,100%,Spyro: Enter the Dragonfly - 100%,8495,2002,19,16,GameCube,Platform,,Check Six Games,Universal Interactive
Resident Evil 2,PC,Resident Evil 2 - PC,2916,1998,23,375,Nintendo 64,Survival Horror,,Capcom,Capcom
Resident Evil 2,GCN,Resident Evil 2 - GCN,3671,1998,23,32,Nintendo 64,Survival Horror,,Capcom,Capcom
Resident Evil 2,PS,Resident Evil 2 - PS,4213,1998,23,33,Nintendo 64,Survival Horror,,Capcom,Capcom
Resident Evil 2,PSN,Resident Evil 2 - PSN,3910,1998,23,50,Nintendo 64,Survival Horror,,Capcom,Capcom
Resident Evil 2,DC,Resident Evil 2 - DC,3626,1998,23,19,Nintendo 64,Survival Horror,,Capcom,Capcom
Resident Evil 2,N64,Resident Evil 2 - N64,4331,1998,23,13,Nintendo 64,Survival Horror,,Capcom,Capcom
Yu-Gi-Oh! Forbidden Memories,Any%,Yu-Gi-Oh! Forbidden Memories - Any%,4028,1999,22,115,PlayStation 2,,,,
Yu-Gi-Oh! Forbidden Memories,Any% New Game+,Yu-Gi-Oh! Forbidden Memories - Any% New Game+,2298,1999,22,42,PlayStation 2,,,,
Yu-Gi-Oh! Forbidden Memories,100%,Yu-Gi-Oh! Forbidden Memories - 100%,261264,1999,22,11,PlayStation 2,,,,
Rayman,Any% PS1,Rayman - Any% PS1,4619,1995,26,38,Sega Saturn,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment
Rayman,Any%  PC,Rayman - Any%  PC,4792,1995,26,21,Sega Saturn,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment
The Quest of Ki,Good Ending,The Quest of Ki - Good Ending,1092,1988,33,6,Nintendo Entertainment System,,,,
The Quest of Ki,Good Ending Warpless,The Quest of Ki - Good Ending Warpless,2226,1988,33,2,Nintendo Entertainment System,,,,
The Little Mermaid,Any%,The Little Mermaid - Any%,407.291,1991,30,196,Nintendo Entertainment System,,,,
The Little Mermaid,Low%,The Little Mermaid - Low%,437,1991,30,20,Nintendo Entertainment System,,,,
The Little Mermaid,All pearls,The Little Mermaid - All pearls,550,1991,30,9,Nintendo Entertainment System,,,,
Fantasia,Easy,Fantasia - Easy,681,1991,30,3,Sega Genesis,Platform,,,SEGA
Fantasia,Normal,Fantasia - Normal,666,1991,30,3,Sega Genesis,Platform,,,SEGA
Fantasia,Hard,Fantasia - Hard,740,1991,30,1,Sega Genesis,Platform,,,SEGA
Wonder Boy in Monster Land,Any% Arcade,Wonder Boy in Monster Land - Any% Arcade,927,1987,34,3,Wii Virtual Console,,,,
Wonder Boy in Monster Land,Any% SMS,Wonder Boy in Monster Land - Any% SMS,776,1987,34,5,Wii Virtual Console,,,,
Wonder Boy in Monster Land,100% SMS,Wonder Boy in Monster Land - 100% SMS,956,1987,34,2,Wii Virtual Console,,,,
Wonder Boy in Monster Land,Any% Amiga,Wonder Boy in Monster Land - Any% Amiga,900,1987,34,1,Wii Virtual Console,,,,
Wonder Boy in Monster Land,Any% C64,Wonder Boy in Monster Land - Any% C64,1389,1987,34,1,Wii Virtual Console,,,,
Osman,1CC,Osman - 1CC,540,1996,25,2,Arcade,,,,
Cobra Triangle,Any%,Cobra Triangle - Any%,1029,1989,32,12,Nintendo Entertainment System,,,,
Crack Down,any%,Crack Down - any%,834,1989,32,4,Wii Virtual Console,Shoot 'em up,,SEGA,SEGA
Crack Down,any% co-op,Crack Down - any% co-op,1548,1989,32,1,Wii Virtual Console,Shoot 'em up,,SEGA,SEGA
Crack Down,any% Wallglitch,Crack Down - any% Wallglitch,1548,1989,32,0,Wii Virtual Console,Shoot 'em up,,SEGA,SEGA
Urban Champion,Any%,Urban Champion - Any%,29.084,1986,35,35,Nintendo Entertainment System,,,,
Metal Slug 3,Medium,Metal Slug 3 - Medium,1459,2000,21,39,Wii Virtual Console,Run'n'gun,,snk,
Metal Slug 3,Easy,Metal Slug 3 - Easy,1364,2000,21,52,Wii Virtual Console,Run'n'gun,,snk,
Metal Slug 3,Hard,Metal Slug 3 - Hard,1701,2000,21,8,Wii Virtual Console,Run'n'gun,,snk,
Metal Slug 3,Very Hard,Metal Slug 3 - Very Hard,1872,2000,21,12,Wii Virtual Console,Run'n'gun,,snk,
The Lucky Dime Caper Starring Donald Duck,Beat the Game,The Lucky Dime Caper Starring Donald Duck - Beat the Game,945,1991,30,8,Sega Master System,Platformer,,SEGA,SEGA
Rayman Origins,Any%,Rayman Origins - Any%,3173,2011,10,17,Nintendo 3DS,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment
Rayman Origins,130 Electoons,Rayman Origins - 130 Electoons,6991,2011,10,5,Nintendo 3DS,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment
Rayman Origins,All Bosses,Rayman Origins - All Bosses,11514,2011,10,1,Nintendo 3DS,Platformer,,Ubisoft Montpellier,Ubisoft Entertainment
Final Doom (PC),TNT: Evilution,Final Doom (PC) - TNT: Evilution,1986,1996,25,7,PC,,,,
Final Doom (PC),The Plutonia Experiment,Final Doom (PC) - The Plutonia Experiment,1,1996,25,8,PC,,,,
